excavation_no,id_text,accession_no,accounting_period,acquisition_history,alternative_years,archive,ark,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,collection_copyright,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,electronic_publication,elevation,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,join_information,language,lineart_up,material,museum_no,object_preservation,object_remarks,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,public,public_atf,public_images,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,writing_phase
"","P108729","","","","","","21198/zz001qqs0x","cdlistaff","","Sigrist, Marcel","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","12/20/2001","Ibbi-Suen.02.02.16","","10/20/2018","Ibbi-Suen.02.02.16","20011220 ur3_catalogue","CTMMA 1, 045","","","bdtns:030289","","","Administrative","","","?","","Sumerian","150ppi 20160630","clay","MMA 57.16.06","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 045","Umma (mod. Tell Jokha)","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","messenger text","","","","?","no translation","?",""
"","P108730","","","","","","21198/zz001qqs1f","cdlistaff","","Sigrist, Marcel","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","12/20/2001","00.00.02.07","","10/20/2018","00.00.02.07","20011220 ur3_catalogue","CTMMA 1, 046","","","bdtns:030290","","","Administrative","","","?","","Sumerian","150ppi 20160630","clay","MMA 1985.180.01","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 046","Umma (mod. Tell Jokha)","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","messenger text","","","","?","no translation","?",""
"","P108731","not in metonline ?","","","","","21198/zz001qqs2z","cdlistaff","","Sigrist, Marcel","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","12/20/2001","--.--.00.00","","10/20/2018","--.--.00.00","20011220 ur3_catalogue","CTMMA 1, 047","","","bdtns:030291","","","Administrative","","","?","","Sumerian","150ppi 20160630","clay","MMA 86.11.250","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 047","Umma (mod. Tell Jokha) ?","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","","","","","?","no translation","?",""
"","P109305","","","www.charlesede.com 1999 03 ","","","21198/zz001q90rt","bdtns; Firth, Richard","20200815 firth","nn","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","12/20/2001"," ulgi.45.10.13","","11/14/2020"," ulgi.45.10.13","20011220 ur3_catalogue","MMA 1999.231","","","bdtns:047556","","","Administrative","","","36","","Sumerian","","clay","MMA 1999.231","","","tablet","Ur III (ca. 2100-2000 BC)","","","unpublished unassigned ?","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","nd","","","","","","","","","","15","no translation","33",""
"","P200506","","","","","","21198/zz001tbdxw","cdlistaff","","Sigrist, Marcel","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","7/11/2002","Amar-Suen.09.02.13","","10/20/2018","Amar-Suen.09.02.13","20020711 molina","CTMMA 1, 029","","","bdtns:030273","","","Administrative","","","?","","Sumerian","150ppi 20160630","clay","MMA 11.217.11","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 029","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","","","","","?","no translation","?",""
"","P213095","","","","","","21198/zz001zpcds","Brumfield, Sara","","Sollberger, Edmond","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","","","","10/20/2018","","nn","CTMMA 1, 006","","","","","","Administrative","","","?","","","150ppi 20160630","clay","MMA 86.11.134","","","tablet","Old Akkadian (ca. 2340-2200 BC)","","","CTMMA 1, 006","Sippar-Yahrurum (mod. Tell Abu Habbah)","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","","Distribución de pez, archivo de Quradum.","","","?","no translation","?",""
"","P214866","","","","","","21198/zz001tmw08","Foxvog, Daniel A.","","Sollberger, Edmond","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","","","","10/20/2018","","nn","JCS 10, 026, 02","","","","","","Legal","","","?","","","150ppi 20160630","clay","MMA 86.11.204","","","tablet","Old Akkadian (ca. 2340-2200 BC)","","","JCS 10, 026, 02","Sippar-Yahrurum (mod. Tell Abu Habbah)","","yes","yes","yes","1956","Sollberger, CTMMA 1, 07","","","","","","Venta de casa con testigos, archivo de Quradum.","","","?","no translation","?",""
"","P216680","not in metonline ?","","","","","21198/zz001zqqm5","Foxvog, Daniel A.","","Frayne, Douglas R.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q005266","","2/26/2003","Shar-kali-sharri.00.00.00","","10/20/2018","Shar-kali-sharri.00.00.00","20030226 johnsonjc_rime2","RIME 2.01.05.2012, ex. 01","","","","","","Royal/Monumental","","","?","","","","metal: bronze","MMA 48.178.02","","bowl","other (see object remarks)","Old Akkadian (ca. 2340-2200 BC)","Classical Sargonic","","RIME 2.01.05.2012, ex. 01","","","yes","yes","yes","1993","","","","","","witness","","","","?","no translation","?",""
"","P220620","not in metonline ?","","","","","21198/zz001q9c0r","Foxvog, Daniel A.","","Gelb, Ignace J., Steinkeller, Piotr & Whiting, Robert M.","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","2/26/2003","","","2/19/2020","","20030226 johnsonjc","OIP 104, 012","","","","","","Legal","","","220","","Sumerian ?","150ppi 20160630","stone: gypsum","MMA 58.29","","stela; kudurru","other (see object remarks)","ED I-II (ca. 2900-2700 BC)","","","OIP 104, 012","Umma (mod. Tell Jokha) ?","","yes","yes","yes","1989","A. Parrot, AoF 12, p. 319-324 (photographs) [1937-1939]; V.E. Crawford, Bulletin of the Metropolitan Museum of Art, p. 245-246 (photographs) [1960]; A. Parrot, Syria 38, p. 348-349 (photographs) [1961]; Moortgat, Die Kunst des alten Mesopotamien, p. 33 and figs. 31-34 [1967]; Wilcke, Claus, Fs Sommerfeld & Krebernik (2020) 716-729","","","","","","","","","95","no translation","140",""
"","P221686","","","","","","21198/zz001v4ctk","Foxvog, Daniel A.","","Biggs, Robert D.","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","2/26/2003","","","10/20/2018","","20030226 johnsonjc","CTMMA 1, 001","","","","","","Administrative ?","","","?","","","150ppi 20160630","clay","MMA 62.70.095","","","tablet","ED IIIa (ca. 2600-2500 BC)","","","CTMMA 1, 001","Nippur (mod. Nuffar)","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","","","","","?","no translation","?",""
"","P221687","","","","","","21198/zz001v4cv3","Foxvog, Daniel A.","","Biggs, Robert D.","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","2/26/2003","","","10/20/2018","","20030226 johnsonjc","CTMMA 1, 002","","","","","","Administrative ?","","","?","","","150ppi 20160630","clay","MMA 62.70.096","","","tablet","ED IIIa (ca. 2600-2500 BC)","","","CTMMA 1, 002","Nippur (mod. Nuffar)","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","","","","","?","no translation","?",""
"","P221688","","","","","","21198/zz001v4cwm","Foxvog, Daniel A.","","Biggs, Robert D.","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","2/26/2003","","","10/20/2018","","20030226 johnsonjc","CTMMA 1, 003","","","","","","Administrative ?","","","?","","","150ppi 20160630","clay","MMA 62.70.097","","","tablet","ED IIIa (ca. 2600-2500 BC)","","","CTMMA 1, 003","Nippur (mod. Nuffar)","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","","","","","?","no translation","?",""
"","P221689","","","","","","21198/zz001v4cx4","Foxvog, Daniel A.","","Biggs, Robert D.","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","2/26/2003","","","10/20/2018","","20030226 johnsonjc","CTMMA 1, 004","","","","","","Administrative ?","","","?","","","150ppi 20160630","clay","MMA 62.70.098","","","tablet","ED IIIa (ca. 2600-2500 BC)","","","CTMMA 1, 004","Nippur (mod. Nuffar)","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","","","","","?","no translation","?",""
"","P221690","","","","","","21198/zz001v4czn","Foxvog, Daniel A.","","Biggs, Robert D.","","","","","Metropolitan Museum of Art, New York, New York, USA","","","","2/26/2003","","","10/20/2018","","20030226 johnsonjc","CTMMA 1, 005","","","","","","","","","?","","","150ppi 20160630","clay","MMA 62.70.099","","","tablet","ED I-II (ca. 2900-2700 BC)","","","CTMMA 1, 005","Nippur (mod. Nuffar)","","yes","yes","yes","1988","apud Spar, I., ed.","","","","","","","","","?","no translation","?",""
"7N-T0153","P222786","not in metonline ?","","","","","21198/zz001r52sx","cdlistaff","","Frayne, Douglas R.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q001284","","2/26/2003","00.00.00.00","","1/21/2020","00.00.00.00","20030226 johnsonjc","RIME 1.15.add005.01, ex. 01","","","","","","Royal/Monumental","","","?","","Sumerian","","stone: alabaster","MMA 62.70.010","","bowl","other (see object remarks)","ED IIIa (ca. 2600-2500 BC)","","","RIME 1.15.add005.01, ex. 01","Nippur (mod. Nuffar)","","yes","yes","yes","2007","Steible, Horst, FAOS 05/2, AnNip 29","","","","","witness","","","","?","no translation","?",""
"5N-T0202 & 5N-T0685","P226516","not in metonline ?","","check","","","21198/zz001q88g3","cdlistaff","","Frayne, Douglas R.","","","","","Oriental Institute, University of Chicago, Chicago, Illinois, USA; Metropolitan Museum of Art, New York, New York, USA","","Q000971","","8/19/2003"," ulgi.00.00.00","","2/12/2020"," ulgi.00.00.00","20030812 johnsonjc","RIME 3/2.01.02.020, ex. 01a-c","","","","","","Royal/Monumental","","","?","","Sumerian","","clay","OIM A30792 & MMA 59.04.01 & unn.","","","brick","Ur III (ca. 2100-2000 BC)","","","RIME 3/2.01.02.020, ex. 01a-c","Nippur (mod. Nuffar)","","yes","yes","yes","1997","","","","","","witness","","","","?","no translation","?",""
"","P226910","","","","","","21198/zz001q5dps","cdlistaff (check)","","Frayne, Douglas R.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q005348","","8/19/2003","Ur-Namma.00.00.00","","10/20/2018","Ur-Namma.00.00.00","20030812 johnsonjc","RIME 3/2.01.01.21, ex. 03 frag. 11","","","","","","Royal/Monumental","","","?","","Sumerian","","stone","MMA 41.160.184","","stele","other (see object remarks)","Old Babylonian (ca. 1900-1600 BC)","","","RIME 3/2.01.01.21, ex. 03 frag. 11","Nippur (mod. Nuffar)","","yes","yes","yes","1997","Frame, Grant, Fs Sigrist (2008) 057","","","","","witness","","","","?","no translation","?",""
"","P226911","not in metonline ?","","","","","21198/zz001q5dq9","cdlistaff","","Frayne, Douglas R.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q001691","","8/19/2003"," ulgi.00.00.00","","2/12/2020"," ulgi.00.00.00","20030812 johnsonjc","RIME 3/2.01.02.059, ex. 01","","","","","","Royal/Monumental","","","?","","Sumerian","","stone: carnelian","MMA 41.160.334","","bead","other (see object remarks)","Ur III (ca. 2100-2000 BC)","","","RIME 3/2.01.02.059, ex. 01","uncertain (mod. uncertain)","","yes","yes","yes","1997","","","","","","witness","votive inscription","","","?","no translation","?",""
"","P226912","not in metonline ?","","","","","21198/zz001q5drt","cdlistaff","","Frayne, Douglas R.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q000954","","8/19/2003","Ur-Namma.00.00.00","","10/20/2018","Ur-Namma.00.00.00","20030812 johnsonjc","RIME 3/2.01.01.34, ex. 08a","","","","","","Royal/Monumental","","","?","","Sumerian","","metal: bronze; stone: steatite","MMA 47.49","","","other (see object remarks)","Ur III (ca. 2100-2000 BC)","","","RIME 3/2.01.01.34, ex. 08a","Uruk (mod. Warka)","","yes","yes","yes","1997","","","","","","witness","","","","?","no translation","?",""
"","P226913","not in metonline ?","","","","","21198/zz001q5dsb","cdlistaff","","Frayne, Douglas R.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q001015","","8/19/2003","--.00.00.00","","10/20/2018","--.00.00.00","20030812 johnsonjc","RIME 3/2.07.03.01, ex. 02","","","","","","Royal/Monumental","","","?","","Sumerian","","metal: copper","MMA 48.180","","peg, lion","other (see object remarks)","Ur III (ca. 2100-2000 BC)","","","RIME 3/2.07.03.01, ex. 02","uncertain (mod. uncertain)","","yes","yes","yes","1997","","","","","","witness","","","","?","no translation","?",""
"6N-T1125","P226915","not in metonline ?","","","","","21198/zz001q5dvc","cdlistaff","","Frayne, Douglas R.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q000949","","8/19/2003","Ur-Namma.00.00.00","","10/20/2018","Ur-Namma.00.00.00","20030812 johnsonjc","RIME 3/2.01.01.24, ex. 30","","","","","","Royal/Monumental","","","?","","Sumerian","","clay","MMA 59.41.86","","","brick","Ur III (ca. 2100-2000 BC)","","","RIME 3/2.01.01.24, ex. 30","Nippur (mod. Nuffar)","","yes","yes","yes","1997","Sigrist, CTMMA 1, 116","","","","","witness","","","","?","no translation","?",""
"6N-T0300 & 6N-T1129","P226916","not in metonline ?","","","","","21198/zz001q5dww","cdlistaff","","Frayne, Douglas R.","","","","","National Museum of Iraq, Baghdad, Iraq; Metropolitan Museum of Art, New York, New York, USA","","Q000971","","8/19/2003"," ulgi.00.00.00","","2/12/2020"," ulgi.00.00.00","20030812 johnsonjc","RIME 3/2.01.02.020, ex. 06a-d","","","","","","Royal/Monumental","","","?","","Sumerian","","clay","IM 061403,1 & IM 061766 & MMA 59.41.87","","","brick","Ur III (ca. 2100-2000 BC)","","","RIME 3/2.01.02.020, ex. 06a-d","Nippur (mod. Nuffar)","","yes","yes","yes","1997","Sigrist, CTMMA 1, 117","","","","","witness","","","","?","no translation","?",""
"","P226917","not in metonline ?","","","","","21198/zz001q5dxd","cdlistaff","","Frayne, Douglas R.","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q001759","","8/19/2003"," ulgi.00.00.00","","2/12/2020"," ulgi.00.00.00","20030812 johnsonjc","RIME 3/2.01.02.02031, ex. 01","","","","","","Royal/Monumental","","","?","","Sumerian","","stone","MMA L 1983.95a-b","","statue","other (see object remarks)","Ur III (ca. 2100-2000 BC)","","","RIME 3/2.01.02.02031, ex. 01","","","yes","yes","yes","1997","","","","","","witness","","","","?","no translation","?",""
"","P232288","not in metonline ?","","","","","21198/zz001qfkps","cdlistaff","","Edzard, Dietz Otto","","","","Alster in Johansen, Mesopotamia 6, pp. 49-59 [1978]; Johansen, Mesopotamia 6, pp. 24-25, pls. 84-87 [1978];  Colbow, Rundplastik, pp. 139-40 [1987]; Braun-Holzinger, HSAO 3, p. 266, St 120 [1991]; Suter, CM 17, p. 331 (considers it ""an obvious fake"") [2000] ","Metropolitan Museum of Art, New York, New York, USA","","Q001554","","8/25/2003","Gudea.00.00.00","","10/20/2018","Gudea.00.00.00","20030825 johnsonjc_rime3.1","RIME 3/1.01.07, St P witness","","","","","","Royal/Monumental","","","440","","Sumerian","","stone: diorite ?","MMA 59.02","","statue, sitting","other (see object remarks)","Lagash II (ca. 2200-2100 BC)","","","RIME 3/1.01.07, St P witness","uncertain (mod. uncertain)","some assume that it comes from illicit excavations in Girsu in 1924","yes","yes","yes","1997","Steible, FAOS 9/1, p. 236-39,  9/2, p. 77, Gudea Statue P [1991]","","","","","witness","","","","?","no translation","?",""
"","P233912","","","","","","21198/zz001qzc08","cdlistaff","","Edzard, Dietz Otto","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q000908","","9/17/2003","Gudea.00.00.00","","10/20/2018","Gudea.00.00.00","20030825 johnsonjc_rime3.1","RIME 3/1.01.07.037, ex. 1161","","","","","","Royal/Monumental","","","?","","Sumerian","150ppi 20160630","clay","MMA 86.11.270","","","cone","Lagash II (ca. 2200-2100 BC)","","","RIME 3/1.01.07.037, ex. 1161","Girsu (mod. Tello)","","yes","yes","yes","1997","Sigrist, CTMMA 1, 108","","","","","witness","","","","?","no translation","?",""
"","P233913","","","","","","21198/zz001qzc1s","cdlistaff","","Edzard, Dietz Otto","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q000908","","9/17/2003","Gudea.00.00.00","","10/20/2018","Gudea.00.00.00","20030825 johnsonjc_rime3.1","RIME 3/1.01.07.037, ex. 1162","","","","","","Royal/Monumental","","","?","","Sumerian","","clay","MMA 86.11.271","","","cone","Lagash II (ca. 2200-2100 BC)","","","RIME 3/1.01.07.037, ex. 1162","uncertain (mod. uncertain)","","yes","yes","yes","1997","Sigrist, CTMMA 1, 108","","","","","witness","","","","?","no translation","?",""
"","P233914","","","","","","21198/zz001qzc29","cdlistaff","","Edzard, Dietz Otto","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q000908","","9/17/2003","Gudea.00.00.00","","10/20/2018","Gudea.00.00.00","20030825 johnsonjc_rime3.1","RIME 3/1.01.07.037, ex. 1163","","","","","","Royal/Monumental","","","?","","Sumerian","","clay","MMA 86.11.276","","","cone","Lagash II (ca. 2200-2100 BC)","","","RIME 3/1.01.07.037, ex. 1163","uncertain (mod. uncertain)","","yes","yes","yes","1997","Sigrist, CTMMA 1, 110","","","","","witness","","","","?","no translation","?",""
"","P233915","","","","","","21198/zz001qzc3t","cdlistaff","","Edzard, Dietz Otto","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q000908","","9/17/2003","Gudea.00.00.00","","10/20/2018","Gudea.00.00.00","20030825 johnsonjc_rime3.1","RIME 3/1.01.07.037, ex. 1164","","","","","","Royal/Monumental","","","?","","Sumerian","","clay","MMA 45.90","","","cone","Lagash II (ca. 2200-2100 BC)","","","RIME 3/1.01.07.037, ex. 1164","uncertain (mod. uncertain)","","yes","yes","yes","1997","Sigrist, CTMMA 1, 104","","","","","witness","","","","?","no translation","?",""
"","P233916","","","","","","21198/zz001qzc4b","cdlistaff","","Edzard, Dietz Otto","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q000908","","9/17/2003","Gudea.00.00.00","","10/20/2018","Gudea.00.00.00","20030825 johnsonjc_rime3.1","RIME 3/1.01.07.037, ex. 1165","","","","","","Royal/Monumental","","","?","","Sumerian","","clay","MMA 86.11.269","","","cone","Lagash II (ca. 2200-2100 BC)","","","RIME 3/1.01.07.037, ex. 1165","uncertain (mod. uncertain)","","yes","yes","yes","1997","Sigrist, CTMMA 1, 105","","","","","witness","","","","?","no translation","?",""
"","P233917","","","","","","21198/zz001qzc5v","cdlistaff","","Edzard, Dietz Otto","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q000908","","9/17/2003","Gudea.00.00.00","","10/20/2018","Gudea.00.00.00","20030825 johnsonjc_rime3.1","RIME 3/1.01.07.037, ex. 1166","","","","","","Royal/Monumental","","","?","","Sumerian","","clay","MMA 86.11.273","","","cone","Lagash II (ca. 2200-2100 BC)","","","RIME 3/1.01.07.037, ex. 1166","uncertain (mod. uncertain)","","yes","yes","yes","1997","Sigrist, CTMMA 1, 106","","","","","witness","","","","?","no translation","?",""
"","P233918","","","","","","21198/zz001qzc6c","cdlistaff","","Edzard, Dietz Otto","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q000908","","9/17/2003","Gudea.00.00.00","","10/20/2018","Gudea.00.00.00","20030825 johnsonjc_rime3.1","RIME 3/1.01.07.037, ex. 1167","","","","","","Royal/Monumental","","","?","","Sumerian","","clay","MMA 86.11.275","","","cone","Lagash II (ca. 2200-2100 BC)","","","RIME 3/1.01.07.037, ex. 1167","uncertain (mod. uncertain)","","yes","yes","yes","1997","Sigrist, CTMMA 1, 107","","","","","witness","","","","?","no translation","?",""
"","P233972","","","","","","21198/zz001rkt3k","cdlistaff","","Edzard, Dietz Otto","","","","","Metropolitan Museum of Art, New York, New York, USA","","Q000911","","9/17/2003","Gudea.00.00.00","","10/20/2018","Gudea.00.00.00","20030825 johnsonjc_rime3.1","RIME 3/1.01.07.041, ex. 046","","","","","","Royal/Monumental","","","?","","Sumerian","150ppi 20160630","clay","MMA 86.11.252","","","cone","Lagash II (ca. 2200-2100 BC)","","","RIME 3/1.01.07.041, ex. 046","Girsu (mod. Tello)","","yes","yes","yes","1997","Sigrist, CTMMA 1, 111","","","","","witness","","","","?","no translation","?",""
